A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,C1,C2,C3,C4,D1,D2,D3,D4,D5,ROE,EPS
18.455,478.33,414.66,1.27,1.035,2.405,13.78,811128,0.17,87.835,470,12,7,38,7.5,6,33.99,33.99,31.79,30.6285,21.38,37.05,-11.105,0.287,1.08,0.21
5.745,1860.735,1796.89,1.78,0.89,0.51,63.06,87235,0.065,102.705,85,0,9,44,1.5,5,69.25,98.7,83.77,6.217,25.54,51.35,25.09,0.268,1.42,0.21
26.675,345.985,283.28,1.55,1.745,4.67,38.48,1719092.5,0.34,53.275,456,11,5,38,4.5,4,35.9,78.04,87.5,50.7085,13.045,20.23,-17.2,0.548,0.55,0.14
13.86,700.945,628.21,1.36,1.155,3.475,24.835,237300,0.18,79.415,111,8,4,36,8,1,43.85,84.19,7.47,21.8885,17.875,27.245,3.345,0.482,2.85,0.72
10.91,903.54,759.355,0.695,0.99,8.245,17.775,185999.5,0.145,92.04,125,7,5,37,3,8,20.45,100,97.04,0,13.95,38.71,-4.62,0.56,-1.61,-0.23
22.855,489.245,308.625,0.715,0.7,1.525,35.575,470084,0.195,129.985,113,7,7,39,0,4,14.4,56.8,62.83,0,6.61,13.66,-26.69,0.862,-0.5,-0.06
14.815,554.44,513.56,1.53,1.61,3.495,16.985,984629,0.15,56.675,243,16,4,35,38.5,2,54.4,100,94.72,42.86,17.715,33.44,24.945,0.368,1.15,0.5
25.31,382.07,270.75,1.23,0.995,8.575,43.295,316381.5,0.4,92.51,106,2,7,38,0.5,4,31.3,45.5,45.46,32,11.81,17.01,41.67,1,9.83,1.76
17.455,444.035,380.24,1.035,1.64,1.095,-3.75,281816.5,0.225,55.57,110,19,4,34,2,2,34,94.53,50.88,13,12.09,17.69,18.405,0.413,0.99,0.27
2.715,808.4,684.175,1.99,0.57,0.135,-97.46,113976.5,0.01,159.965,183,61,6,35,5.5,12.5,34,100,36.28,0,74.43,110.525,-10.205,0.069,0.44,0.06
39.64,214.76,173.28,2.05,1.2,2.195,7.27,6849925,0.24,76.035,2317,4,6,33,50,11,48.6,100,49.52,737.609,23.03,34.125,15.9,0.311,4.5,1.64
17.96,677.935,602.055,0.9,1.205,1.76,-4.01,425024.5,0.13,75.62,293,8,8,39,2.5,16,9.5,52.14,69.57,1.915,10.73,20.315,-13.355,0.404,1.72,0.18
20.895,299.66,268.465,3.725,1.315,2.58,13.06,28625126,0.13,72.43,7065,1,4,33,153.5,7,47.1,100,93.61,1593.476,21.245,27.375,32.09,0.414,4.63,6.28
22.915,380.915,253.335,2.285,0.695,3.325,18.08,1581072.5,0.23,131.16,362,4,6,38,7,11,57.1,100,67.88,183.685,8.02,14.58,22.275,0.56,2.59,0.55
20.85,430.63,373.07,1.37,1.045,2.595,6.395,853568.5,0.175,87.085,470,12,7,38,9,6,36.08,36.08,31.79,31.107,20.37,35.385,-9.695,0.308,2.52,0.53
8.215,1483.255,1436.145,2.145,0.93,0.54,42.445,87620,0.065,99.02,85,0,9,44,1.5,5,71.6,97.4,83.77,6.913,26.015,55.31,-8.11,0.28,1.65,0.24
30.85,313.51,260.11,1.61,1.66,3.51,21.99,1248749.5,0.255,55.36,456,11,5,38,5.5,4,40.7,76.28,87.5,32.528,15.66,24.36,-34.775,0.455,1.14,0.27
18.64,555.135,502.9,1.395,1.395,4.04,17.105,252558.5,0.185,66.185,111,8,4,36,10.5,1,44.6,88.38,7.47,21.497,16.465,26.29,-6.075,0.498,2.28,0.57
10.84,912.15,774.605,0.765,1.065,8.935,17.56,178767,0.145,86.16,125,7,5,37,4,8,30.2,100,97.04,0,15.155,38.24,-21.09,0.505,-1.61,-0.23
31.535,259.33,232.29,0.99,1.285,1.58,18.275,961080,0.17,71.905,298,1,7,37,0,4,36.1,80.16,64.68,120.947,10.65,20.775,-16.945,1,4.02,1.81
24.035,455.58,306.55,0.795,0.74,1.61,22.205,486375.5,0.21,123.92,113,7,7,39,0,4,14.7,53.4,62.83,0,5.57,12.285,-22.42,0.938,-0.6,-0.08
16.265,515.745,480.48,1.55,1.81,3.72,8.3,1039347,0.16,51.495,243,16,4,35,50.5,2,54.4,100,94.72,42.86,20.47,39,46.825,0.403,2.15,0.84
34.475,282.695,206.82,1.285,1.12,9.375,23.37,372186.5,0.415,81.1,106,2,7,38,1,4,31.3,45.5,45.46,32,10.74,15.375,40.21,0.921,5.5,0.97
18.69,412.77,356.885,0.91,1.64,1.1,4.765,281860,0.22,55.595,110,19,4,34,4,2,34,94.53,50.88,13,13.84,19.935,-13.625,0.462,1.31,0.35
2.265,913.315,803.19,1.885,0.63,0.15,-48.05,121877,0.015,144.785,183,61,6,35,5.5,12,34,100,36.28,0,57.795,85.57,-22.695,0.084,-1.44,-0.17
45.16,187.7,150.385,1.97,1.235,2.31,7.475,7066538.5,0.22,73.89,2317,4,6,33,44,11,48.6,100,49.52,737.609,22.98,32.89,7.875,0.399,3.66,1.39
22.015,474.44,423.535,0.94,1.3,1.985,-3.715,473201.5,0.145,69.83,293,8,8,39,0.5,16,9.5,52.14,69.57,1.915,10.155,19.415,-10.29,0.677,1.14,0.13
23.575,264.65,239.475,3.755,1.71,3.225,18.505,36141915.5,0.155,53.52,7065,1,4,33,111,7,47.1,100,93.61,15934.76,18.86,24.66,37.16,0.696,4.53,6.43
22.755,378.945,257.635,2.445,0.715,2.8,17.8,1705669.5,0.235,127.175,362,4,6,38,4.5,11,57.1,100,67.88,183.685,8.045,14.365,27.54,0.744,1.97,0.44
26.87,324.7,282.325,1.405,1.15,2.88,8.57,921007.5,0.185,79.565,470,12,7,38,9,6,36.08,36.08,31.79,31.107,18.44,33.32,-4.77,0.329,1.63,0.31
9,1151.01,1108.635,2.37,0.88,0.61,33.15,91494.5,0.07,106.77,85,0,9,44,1.5,5,71.6,97.4,83.77,6.913,23.815,50.12,-4.035,0.663,1.59,0.24
35.76,258.73,207.27,1.955,2.165,4.68,-6.695,1621933,0.325,42.97,456,11,5,38,7,4,40.7,76.28,87.5,32.528,12.39,19.5,-36.535,0.583,4.31,1.07
21.77,448.57,395.86,1.4,1.43,4.755,7.975,277340,0.195,64.18,111,8,4,36,8,1,44.6,88.38,7.47,21.497,15.67,24.44,-6.485,0.614,2.27,0.58
10.865,914.005,778.06,0.865,1.285,10.98,-12.725,196949,0.165,71.62,125,7,5,37,5,8,30.2,100,97.04,0,14.1,34.305,-18.57,0.533,-3.03,-0.41
33.77,235.59,210.825,1.065,1.455,1.71,18.405,1029341,0.18,62.465,298,1,7,37,0,4,36.1,80.16,64.68,120.947,10.735,20.28,-17.58,1,2.96,1.39
21.815,478.635,353.635,0.85,0.875,1.735,18.26,511626.5,0.21,104.88,113,7,7,39,0.5,4,14.7,53.4,62.83,0,5.24,11.14,-14.645,0.921,-3.69,-0.52
17.47,474.795,441.195,1.595,2.135,4.59,8.085,1259471,0.19,42.635,243,16,4,35,46,2,54.4,100,94.72,42.86,18.065,34.71,43.19,0.413,1.31,0.62
31.315,330.955,228.67,1.145,0.97,8.345,9.99,351737.5,0.375,96.59,106,2,7,38,1.5,4,31.3,45.5,45.46,32,11.945,16.84,17.89,1,4.72,0.89
18.09,424.89,369.4,0.86,1.62,1.06,17.205,269328.5,0.21,56.335,110,19,4,34,6.5,2,34,94.53,50.88,13,12.925,19.01,-19.9,0.674,1.66,0.46
18.59,483,384.255,0.88,1.09,1.805,24.76,519210.5,0.2,84.885,112,39,6,38,0.5,6,17,100,52.76,16.38,5.575,15.095,0.8,0.457,1.33,-0.25
2.05,1073.5,996.745,1.335,0.915,0.14,-83.205,111396.5,0.015,107.135,204,9,6,36,6,1,53.5,100,56.77,0,58.13,84.48,-34.54,0.054,-1.15,-0.43
27.46,324.335,275.27,1.3,1.215,1.02,2.33,2202687,0.155,75.07,1855,25,5,33,8,1,74.7,100,80.42,0.19,26.615,43.73,64.175,0.222,0.83,0.21
24.075,363.725,245.315,2.52,0.75,2.73,-12.45,1820382,0.245,121.07,399,4,6,39,6.5,1,58.2,100,68.48,250.33,8.51,14.51,34.78,0.382,4.29,2.29
25.825,340.06,296.625,1.355,1.28,2.99,28.03,926987.5,0.195,71.23,441,9,8,39,6.5,4,45.1,100,19.01,53.06,16.93,31.645,5.465,0.289,2.78,1.93
14.64,563.155,518.035,2.41,1.4,1.67,-9.205,1169651,0.16,65.985,613,29,6,35,0.5,1,42.4,100,94.6,33.76,26.735,42.65,-2.605,0.711,1.35,0.45
17.99,556.105,484.915,1.4,1.215,4.915,7.705,278420.5,0.195,75.39,114,6,4,37,5.5,2,42,100,8.24,18.7,15.635,24.035,3.505,0.535,2.3,2.44
43.15,224.76,126.595,1.415,0.915,19.08,0.6,2364418,0.45,100.675,565,44,3,30,5.5,1,18.6,100,89.06,86.08,7.22,11.105,-20.435,1,2.61,3.04
10.63,942.57,805.51,0.845,1.53,12.27,6.405,202484.5,0.175,59.825,127,10,6,38,3.5,2,24.1,100,97.35,0,12.545,32.68,-10.59,0.63,-0.81,-0.71
26.03,289.325,154.725,1.26,1.15,1.8,17.85,2623643,0.295,79.6,904,13,5,35,46.5,6,35.5,100,57.19,346.7,15.07,25.415,-5.95,0.318,5.01,9.22
27.845,280.185,247.18,1.045,1.36,1.655,5.51,987174.5,0.175,67.34,304,3,8,38,0,4,36.7,100,64.69,135.03,11.48,20.785,-15.775,1,3.89,6.45
25.985,469.26,406.65,0.895,1.58,1.12,9.115,282343.5,0.205,57.845,100,17,5,35,4,2,22.7,100,68.22,14,11.32,17.42,-1.405,0.559,1.95,1.63
27.975,409.795,381.12,1.6,1.77,69.415,51.825,414500.5,0.245,51.515,176,0,5,36,18,2,50.2,100,47.33,34.52,15.345,23.08,100.815,1,4.88,7.91
16.05,516.385,417.265,0.845,1.125,1.68,11.255,472192.5,0.185,81.72,112,39,6,38,0,6,17,100,52.76,16.38,5.47,15.825,0.785,1,0.8,-0.11
1.55,1314.31,1252.925,1.11,1.17,0.11,-71.01,86507,0.01,77.825,204,9,6,36,7.5,1,53.5,100,56.77,0,69.2,100.575,-32.485,0.074,-0.43,-0.45
26.905,296.74,247.26,1.14,1.025,0.825,3.055,1775701,0.125,93.785,1855,25,5,33,3,1,74.7,100,80.42,0.19,27.74,42.905,73.345,0.504,3.02,0.44
26.595,326.925,215.59,2.495,0.735,3.005,-31.775,1946799,0.25,123.86,399,4,6,39,9,1,58.2,100,68.48,250.33,8.17,13.83,39.6,0.68,3.94,2.25
20.8,418.31,366.875,1.305,1.255,2.905,-8.17,873002.5,0.195,72.845,441,9,8,39,5.5,4,45.1,100,19.01,53.06,18.13,31.97,7.645,0.427,3.14,2.47
15.49,526.165,487.68,2.515,1.475,1.705,-10.375,1194313,0.165,62.08,613,29,6,35,0,1,42.4,100,94.6,33.76,26.62,42.79,18.415,1,0.57,0.49
16.395,604.38,534.645,1.555,1.12,4.635,5.98,261912.5,0.185,81.12,114,6,4,37,12.5,2,42,100,8.24,18.7,16.35,25.48,10.35,0.656,2.12,2.25
43.475,222.035,131.72,1.365,0.985,16.8,-20.42,2281587,0.43,92.45,565,44,3,30,4.5,1,18.6,100,89.06,86.08,7.76,11.995,-6.52,1,2.92,2.84
10.335,980.14,839.205,0.73,1.58,11.985,-26.005,181031.5,0.16,57.725,127,10,6,38,3,2,24.1,100,97.35,0,14.76,37.05,-2.745,0.706,-4.44,-1.08
25.105,295.715,149.08,1.33,1.135,1.55,24.355,2625180,0.295,80.51,904,13,5,35,40.5,6,35.5,100,57.19,346.7,15.4,25.35,-1.68,0.458,5.24,9.19
25.025,316.28,279.35,1.09,1.255,1.625,6.455,945692.5,0.175,72.565,304,3,8,38,0,4,36.7,100,64.69,135.03,11.68,21.45,-3.355,1,2.93,6.22
32.785,541.265,468.435,0.88,1.43,1.145,3.035,288198.5,0.185,64.09,100,17,5,35,1.5,2,22.7,100,68.22,14,11.685,17.65,2.535,0.739,0.73,1.56
23.915,476.875,443.28,1.49,1.355,54.455,58.98,307816,0.17,71.125,176,0,5,36,18,2,50.2,100,47.33,34.52,20.15,31.335,25.52,1,4.88,6.64
16.195,517.655,420.81,0.945,1.14,1.78,25.425,494484,0.195,80.905,112,39,6,38,0.5,6,17,100,52.76,16.38,4.12,10.86,1.67,1,2.33,0.07
2.22,1033.275,978.515,1.705,1.44,0.155,-47.24,122581,0.015,65.48,204,9,6,36,4,1,53.5,100,56.77,0,57.21,101.51,6.815,0.101,1.03,-0.38
28.665,266.975,217.23,1.19,0.925,0.86,7.255,1851102,0.125,100.65,1855,25,5,33,5.5,1,74.7,100,80.42,0.19,24.61,36.25,54.785,0.414,2.78,0.72
30.365,294.385,191.3,2.51,0.74,3.54,3.48,2216161,0.265,123.305,399,4,6,39,6,1,58.2,100,68.48,250.33,7.17,12.2,39.895,0.808,5.57,2.91
22.54,389.25,343.11,1.385,1.235,3.035,-4.28,884397.5,0.195,73.99,441,9,8,39,5.5,4,45.1,100,19.01,53.06,17.785,30.295,3.6,0.462,3.5,2.68
19.12,444.345,405.82,3.72,1.235,1.52,15.42,1062460,0.145,74.81,613,29,6,35,0.5,1,42.4,100,94.6,33.76,27.28,42.81,17.57,0.79,2,1.08
19.755,506.745,451.535,1.69,1.2,4.74,9.14,262682,0.185,75.955,114,6,4,37,13.5,2,42,100,8.24,18.7,16.315,25.565,4.2,0.788,2.8,2.36
41.285,232.58,128.615,1.41,0.965,13.595,-6.335,2262135,0.43,94.37,565,44,3,30,4,1,18.6,100,89.06,86.08,8.25,12.565,-6.835,1,5.77,4.8
11.52,893.295,756.865,0.725,1.62,13.55,-53.76,177113,0.16,56.475,127,10,6,38,3,2,24.1,100,97.35,0,18.74,44.155,-1.015,0.955,-2.08,-1.13
30.135,248.095,126.735,1.42,1.155,1.45,26.9,2859693,0.305,78.97,904,13,5,35,45,6,35.5,100,57.19,346.7,14.835,23.72,4.31,0.502,6.24,9.66
29.33,283.205,249.325,1.165,1.21,1.71,9.2,966882,0.175,75.17,304,3,8,38,0,4,36.7,100,64.69,135.03,11.185,20.77,0.89,1,4.72,6.62
32.37,535.785,463.595,0.885,1.31,1.07,19.21,268096.5,0.165,69.61,100,17,5,35,1.5,2,22.7,100,68.22,14,12.77,19.025,-4.895,0.808,1.72,1.68
32.11,369.26,340.96,1.725,0.965,49.82,26.215,262889.5,0.14,94.725,176,0,5,36,19,2,50.2,100,47.33,34.52,23.38,36.255,-24.835,1,5.31,5.09
2.85,782.815,728.19,1.705,1.205,0.18,-42.235,141815,0.015,91.115,204,9,6,36,4,1,53.5,100,56.77,0,48.325,88.1,17.585,0.099,-1.02,-0.35
29.635,262.155,214.44,1.25,1.035,1.02,11.79,2226145,0.15,87.865,1855,25,5,33,5.5,1,74.7,100,80.42,0.19,21.425,42.815,7.72,0.576,-1.36,0.39
33.63,262.3,167.925,2.5,0.81,4.185,16.98,2602825,0.295,113.09,399,4,6,39,6,1,58.2,100,68.48,250.33,7.365,11.99,52.395,0.849,4.96,3.71
23.045,380.47,334.925,1.455,1.295,3.29,7.03,934782,0.2,70.35,441,9,8,39,5.5,4,45.1,100,19.01,53.06,16.165,28.56,1.565,0.488,0.89,2.68
19.69,430.66,386.035,5.305,1.295,1.745,4.46,1206360,0.17,72.04,613,29,6,35,0.5,1,42.4,100,94.6,33.76,24.12,38.255,19.15,1,0.63,0.98
20.555,482.18,424.14,1.63,1.265,5.205,12.53,282727,0.195,72,114,6,4,37,13.5,2,42,100,8.24,18.7,16.425,25.075,1.925,0.794,1.71,2.23
40.755,233.74,136.955,1.675,1.13,12.905,21.195,2574651,0.495,82.175,565,44,3,30,4,1,18.6,100,89.06,86.08,7.85,12.03,2.515,1,3.99,6.63
13.705,731.95,603.22,0.775,1.625,15.605,-23.34,187223,0.165,56.235,127,10,6,38,3,2,24.1,100,97.35,0,19.285,42.98,-4.545,1,-1.56,-1.24
30.53,239.41,129.53,1.405,1.17,1.425,22.76,3054239,0.32,77.87,904,13,5,35,45,6,35.5,100,57.19,346.7,14.545,22.74,10.135,0.546,5.59,10.28
33.035,505.78,433.885,0.95,1.245,1.03,19.235,256787,0.16,73.045,100,17,5,35,1.5,2,22.7,100,68.22,14,13.22,19.795,-4.655,1,2.81,2.01
31.385,394.1,345.775,1.925,0.815,53.61,-22.645,259945,0.145,113.01,176,0,5,36,19,2,50.2,100,47.33,34.52,23.815,34.615,-38.9,1,4.02,4.49
28.735,313.825,264.05,1.84,2.41,5.37,9.83,7622580,0.425,37.74,716,35,4,33.5,29,10.5,12.05,71.335,70.1,355,4.34,6.595,-10.45,1,6.41,4.52
32.805,275.96,216.1,2.01,2.94,6.815,12.565,8502285,0.535,31.365,611,4,4,33,13,10,9.2,79.6,66.63,320,3.46,5.375,9.185,1,5.25,3.29
35.235,252.935,185.505,2.115,2.18,7.54,26.94,7927460,0.53,42.55,552,4,4,33,17,10,9.3,85.3,66.75,310,3.495,5.235,-0.555,1,7.93,4.63
37.79,237.355,160.235,2.17,2.035,8.57,4.425,7631580,0.515,45.005,552,4,4,33,17.5,10,9.3,85.3,66.75,310,3.235,5.125,-1.485,1,7.2,3.9
40.86,217.91,133.455,2.47,2.445,10.95,12.945,7976315,0.565,37.39,499,5,4,32,10.5,6,6.9,88.6,64.49,222,2.49,4.1,31.315,1,3.36,1.66
42.125,206.33,120.17,2.435,2.375,10.7,1.62,7750990,0.555,38.385,499,5,4,32,14,6,6.9,88.6,64.49,222,2.615,4.275,62.185,1,5.79,2.73
32.865,277.96,220.895,1.855,2.19,5.385,-6.82,8348856,0.44,41.665,762,35,4,34,24,11,15,68.77,73.69,380,5.045,7.215,-0.085,1,5.5,4.16
32.88,279.44,231.355,1.78,2.35,5.105,0.09,7705872,0.42,38.685,762,35,4,34,24.5,11,15,68.77,73.69,380,5.245,7.53,-5.145,1,6.66,4.74
31.21,284.51,223.525,2.14,2.88,7.34,22.535,8541351,0.57,32.165,552,4,4,33,16,10,9.3,85.3,66.75,310,3.98,5.87,5.075,1,6.13,3.83
36.085,250.925,173.195,2.355,2.525,10.12,10.15,7785316,0.55,36.67,525.5,4.5,4,32.5,16,8,8.1,86.95,65.62,266,3.095,4.825,-1.96,1,4.74,2.52
36.24,248.175,168.38,2.485,2.745,11.17,22.68,8147138,0.585,33.19,499,5,4,32,11,6,6.9,88.6,64.49,222,2.4,3.84,11.27,1,7.02,3.66
39.87,221.87,131.53,2.52,2.565,11.115,-0.49,7941567,0.605,35.525,471.5,4.5,3.5,32,15,5,10.5,90.3,64.475,356,3.085,5.035,83.645,1,3.87,2.18
39.315,227.58,143.165,2.55,2.69,10.06,17.5,7377024,0.615,33.855,444,4,3,32,14,4,14.1,92,64.46,490,3.605,5.72,57.545,1,5.08,2.85
2.2,1045.56,2195.28,1.085,0.53,0.12,-42.235,93580.5,0.01,192.815,193.5,9,6,6,1.5,1,53.5,100,56.77,0,75.67,109.645,-17.2,0.07,-0.69,-0.09
48.625,178.11,155.33,1.855,1.435,2.315,8.105,7931394,0.195,64.185,3279,6,5,5,62.5,2,48.8,100,49.13,1030.24,26.03,35.94,9.6,0.383,3.32,1.47
76.76,96.27,76.935,3.28,1.63,0.595,-4.285,1397928.5,0.145,57.405,2114,34,6,6,51.5,1,74.7,100,80.42,0,25.04,53.71,-22.86,0.166,-22.91,-0.76
27.515,281.425,244.42,1.09,0.93,0.84,11.79,2084656,0.14,98.055,1911,25,5,5,3.5,2,32.4,100,75.07,0.19,22.84,34.415,-5.405,0.485,5.42,0.95
15.01,738.515,497.91,0.855,1.045,2.27,-10.62,501480,0.145,88.585,304,9,8,8,3,4,9,58.27,66.46,45.41,12.645,23.485,2.13,0.459,0.56,0.08
30.275,241.225,194.505,4.01,1.285,3.185,10.855,56462433.5,0.165,70.96,10075.5,3,4,4,72.5,2,52.2,100,95.85,579.97,21.295,27.635,43.34,0.616,2.89,4.62
22.11,443.455,321.37,1.575,0.9,2.795,18.765,1933698,0.195,101.43,1143,4,6,6,22.5,4,43.8,35.05,79.61,174,17.035,27.425,2.63,0.387,2.78,0.59
35.115,254.455,296.22,2.33,0.755,4.22,17.3,2680720,0.285,122.565,388,4,6,6,4,1,58.2,100,68.48,250.33,7.425,12.3,47.57,1,3.35,0.87
20.08,448.12,425.055,1.34,1.145,2.99,7.03,836085,0.18,81.025,596,9,8,8,2,4,37.1,36.6,19.01,53.06,18.575,32.45,-10.025,0.696,2.57,0.62
40.82,220.755,233.67,1.09,1.675,10.67,13.105,15195317.5,0.33,54.22,1969,17,5,5,69.5,3,28.1,74.02,62.71,72.82,10.705,13.425,43.465,0.985,5.84,2.79
16.595,445.355,307.22,1.725,1.09,2.2,24.09,1418130,0.17,84.34,796,0,6,6,8,4,27.5,83.24,67.25,106.68,27.925,39.815,-14.895,0.474,2.7,0.46
15.95,514.17,589.755,5.44,1.415,1.835,4.46,1261237.5,0.185,64.385,628,29,6,6,0.5,1,42.4,100,94.6,33.76,22.54,36.495,9.91,0.53,0.01,0
5.49,1940.655,1320.35,1.84,0.82,0.585,52.83,79913.5,0.06,111.7,95,8,9,9,1,3,69.7,93.83,85.86,8.1,27.935,53.005,-8.69,0.342,0.68,0.1
31.035,296.78,242.895,3.27,1.99,5.49,19.405,1771491.5,0.36,46.63,472,17,5,5,1,2,38,72.3,80.75,49.32,14.565,21.3,-3.855,1,3.19,0.83
17.105,584.16,517.945,1.515,1.1,5.155,13.42,273881,0.19,84.675,119,6,4,4,8,2,42.6,93.02,8.24,18.7,17.02,26.05,-1.73,0.731,1.73,0.46
44.275,213.735,235.255,1.825,1.24,12,21.195,2762672,0.5,73.475,380,44,3,3,6.5,1,18.6,100,89.06,86.08,7.885,13.21,16.84,1,2.47,1.16
19.635,444.69,331.735,1.515,0.975,2.075,30.965,1007575,0.205,93.53,624.5,9,7,7,4.5,3,47.5,71.65,86.29,96.17,16.955,27.775,3.05,0.521,3.91,0.71
13.065,780.085,1075.39,0.725,1.3,14.545,-23.34,175841,0.155,71.995,150,10,6,6,6,2,32,100,97.35,0,19.43,40.945,-13.24,0.548,-5.2,-0.65
25.42,283.505,219.165,1.365,1.21,1.4,22.76,3105366.5,0.33,75.185,894.5,13,5,5,55.5,4,33.6,41.95,62.05,346.7,14.515,22.77,18.575,0.486,5.09,2.55
32.47,243.165,186.5,2.47,1.52,2.955,40.46,2133202.5,0.38,60.01,499,16,6,6,14.5,2,28.1,100,90.84,64.04,11.62,16.87,21.535,0.74,4.73,1.65
26.73,307.65,269.17,1.105,1.115,1.82,6.47,1003896.5,0.18,82.02,300,3,8,8,0,4,35.6,79.91,64.69,135.03,10.785,20.805,1.755,1,2.67,1.31
15.64,546.45,301.665,1.015,1.085,1.96,19.12,536072.5,0.2,84.985,116,39,6,6,3,4,16.5,36.48,52.76,16.38,3.07,11.915,3.24,1,2.1,0.27
14.175,585.97,440.305,1.41,1.35,4.605,28.305,1142913.5,0.17,67.405,202,7,3,3,60.5,2,58.8,100,96.82,61.05,21.52,42.91,-10.25,0.448,1.16,0.59
15.555,586.41,481.335,0.97,0.55,4.47,28.12,202392.5,0.26,166.765,107,1,7,7,2,4,32.4,40.94,45.69,13.99,17.485,24.56,-29.65,0.473,0.07,0.01
31.89,550.71,384.38,1.015,1.12,1.045,10.695,260870.5,0.165,81.875,110,17,5,5,3.5,2,24.3,90.85,68.22,14,11.95,18.21,-7.43,0.772,1.15,0.33
9.72,773.05,478.54,5.29,0,0.53,74.625,266494,0.135,100,215.5,5,5,5,9.5,2,20,75.49,37.75,56.51,31.735,53.44,22.9,1,6.19,1.51
21.35,471.255,338.67,1.87,0.615,49.69,-15.69,242594.5,0.15,153.635,179.5,7,5,5,13,2,51.3,89.75,47.33,34.52,24.415,36.835,-40.67,1,3.76,0.9
26.55,332.115,293.565,2.145,1.56,5.385,7.43,8642743,0.395,58.51,553,8,5,5,43.5,4,12.3,68.1,73.78,420,5.56,7.79,3.125,1,4.79,4.52
1.435,1442.995,1337.55,1.115,0.32,0.075,-47.24,60290.5,0.01,286.325,203,9,6,6,2.5,1,53.5,100,56.77,0,110.83,152.545,-30.84,0.081,-0.94,-0.12
48.225,180.88,146.035,2.02,1.145,2.235,3.955,7504200,0.175,80.45,3436,6,5,5,75,2,48.8,100,49.13,836.12,26.845,36.21,2.6,0.346,1.72,0.72
81.835,82.57,66.785,3.57,1.77,0.555,-5.755,1285022.5,0.135,51.67,1893.5,34,6,6,52,1,74.7,100,80.42,0,27.205,58.16,-28.43,0.171,-6.07,-0.16
26.305,280.275,226.905,1.1,0.84,0.61,7.255,1911337.5,0.125,107.83,1772.5,25,5,5,3.5,2,32.4,100,75.07,3.14,28.665,41.135,10.655,0.536,1.44,0.16
13.285,852.37,746.895,0.75,0.885,1.87,10.215,425044,0.12,102.945,309,9,8,8,1.5,4,9,58.27,66.46,33.015,13.545,25.07,-5.215,0.68,1.25,0.16
29.885,239.145,212.13,3.82,1.11,2.325,7.895,51494470,0.145,82.705,12114,3,4,4,78.5,2,52.2,100,95.85,465.6,22.67,30.665,21.335,0.535,2.66,4.06
21.575,465.44,184.525,1.505,0.805,2.625,20.625,1775132.5,0.18,113.36,1122.5,4,6,6,22.5,4,43.8,35.05,79.61,143.5,18.12,28.935,-0.79,0.367,1.97,0.38
36.15,247.805,143.115,2.145,0.57,3.795,3.8,2437391.5,0.24,162.635,405.5,4,6,6,9,1,58.2,100,68.48,138.325,7.745,12.775,25.63,0.878,0.52,0.15
19.015,479.5,422.885,1.37,1.015,2.755,-4.28,761622.5,0.165,89.945,596,9,8,8,4.5,4,37.1,36.6,19.01,49.885,20.08,34.955,-12.51,0.435,0.99,0.23
37.12,242.32,202.56,1.01,1.525,9.87,16.86,13903430,0.3,60.25,2082.5,17,5,5,64,3,28.1,74.02,62.71,73.565,10.975,13.78,31.135,1,5.36,2.44
17.33,441.995,387.075,2.165,1.285,2.46,38.075,1537985.5,0.185,71.095,780,0,6,6,6,4,27.5,83.24,67.25,87.74,25.875,37.11,2.03,0.498,2.58,0.43
14.7,554.85,494.235,5.225,1.2,1.56,15.42,1018267.5,0.15,76.72,613,29,6,6,0.5,1,42.4,100,94.6,16.88,26.43,41.33,-14.95,0.324,-2.41,-0.46
5.43,2017.18,1947.025,1.75,0.75,0.55,52.495,74398.5,0.055,121.99,95,8,9,9,0.5,3,69.7,93.83,85.86,8.74,27.77,54.37,-8.035,1,2.18,0.33
32.66,284.67,227.635,3.13,1.635,5.06,11.8,1675235.5,0.33,55.715,500,17,5,5,0.5,2,38,72.3,80.75,79.75,15.76,22.84,-1.36,1,2.63,0.66
14.895,668.705,578.105,1.505,0.89,4.83,10.03,246339.5,0.175,102.935,119,6,4,4,8,2,42.6,93.02,8.24,18.14,17.96,27.845,-5.945,0.643,1.82,0.48
42.79,220.91,129.76,1.62,0.97,8.825,-6.335,2337419.5,0.395,99.02,380,44,3,3,7.5,1,18.6,100,89.06,43.04,9.24,15.11,2.005,1,1.24,0.56
19.09,468.35,228.895,1.49,0.93,1.97,19.105,956773,0.19,98.29,629,9,7,7,3,3,47.5,71.65,86.29,97.1,17.16,28.375,2.165,0.828,5.67,0.97
9.46,1176.385,903.52,0.6,0.875,10.36,-53.76,138864.5,0.13,109.51,150,10,6,6,3,2,32,100,97.35,0,25.23,54.02,-23.965,0.477,-5.63,-0.67
24.195,296.895,155.255,1.38,1.265,1.35,26.9,3116492.5,0.325,71.925,915.5,13,5,5,49,4,33.6,41.95,62.05,320,14.63,22.855,18.915,0.462,5.02,2.45
36.145,212.17,157.055,2.305,1.43,2.965,5.98,2140023.5,0.345,64.52,512,16,6,6,16,2,28.1,100,90.84,69.615,11.845,17.55,28.91,0.612,3.78,1.33
24.46,335.825,291.115,1.015,1.04,1.7,9.2,923941,0.165,87.795,300,3,8,8,0,4,35.6,79.91,64.69,115.805,10.845,21.695,-2.225,1,1.61,0.76
