A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,C1,C2,C3,C4,D1,D2,D3,D4
34.46 ,257.20 ,179.50 ,1.78 ,1.92 ,6.62 ,9.13 ,2457132.50 ,0.49 ,47.46 ,481.00 ,12.00 ,5.00 ,37.00 ,1.50 ,4.00 ,36.90 ,80.10 ,68.27 ,59.33 ,8.63 ,13.32 ,-11.40 
14.24 ,659.36 ,583.09 ,1.11 ,1.11 ,4.93 ,19.88 ,234857.00 ,0.17 ,82.37 ,110.00 ,22.00 ,3.00 ,36.00 ,7.00 ,1.00 ,39.60 ,85.60 ,7.62 ,24.14 ,11.60 ,26.11 ,-20.49 
19.37 ,440.98 ,354.38 ,1.43 ,0.81 ,3.44 ,61.82 ,828081.00 ,0.18 ,113.26 ,382.00 ,8.00 ,7.00 ,39.00 ,6.50 ,5.00 ,47.20 ,48.70 ,83.54 ,64.00 ,17.18 ,29.84 ,-14.34 
12.09 ,784.33 ,651.97 ,0.71 ,0.84 ,8.14 ,15.83 ,208090.00 ,0.14 ,114.44 ,123.00 ,21.00 ,5.00 ,36.00 ,1.50 ,8.00 ,33.80 ,96.20 ,97.50 ,0.00 ,16.33 ,40.82 ,-35.19 
27.04 ,291.56 ,214.45 ,1.34 ,1.08 ,2.83 ,26.84 ,2733192.50 ,0.34 ,84.66 ,728.00 ,4.00 ,5.00 ,34.00 ,28.50 ,8.00 ,36.40 ,61.50 ,50.57 ,337.70 ,12.89 ,24.48 ,-8.99 
20.15 ,377.54 ,299.56 ,0.77 ,0.99 ,2.27 ,35.73 ,1119796.00 ,0.23 ,92.65 ,284.00 ,2.00 ,7.00 ,37.00 ,0.00 ,2.00 ,30.50 ,81.50 ,78.29 ,88.53 ,9.01 ,17.78 ,-7.91 
30.55 ,380.40 ,214.28 ,0.73 ,0.64 ,3.24 ,28.24 ,712456.00 ,0.23 ,144.26 ,121.00 ,3.00 ,6.00 ,37.00 ,0.50 ,4.00 ,9.30 ,61.50 ,72.21 ,0.00 ,6.07 ,11.77 ,-21.26 
19.69 ,423.13 ,392.16 ,1.93 ,1.36 ,3.33 ,7.08 ,891172.00 ,0.12 ,68.74 ,239.00 ,2.00 ,4.00 ,35.00 ,20.50 ,2.00 ,48.60 ,100.00 ,92.00 ,45.58 ,16.17 ,26.14 ,-12.46 
20.47 ,442.07 ,294.72 ,0.98 ,0.78 ,16.06 ,39.38 ,222420.00 ,0.33 ,116.93 ,104.00 ,0.00 ,6.00 ,36.00 ,0.50 ,4.00 ,31.50 ,44.30 ,45.33 ,21.68 ,15.01 ,21.57 ,-0.21 
15.98 ,463.46 ,403.78 ,0.99 ,1.87 ,0.81 ,11.43 ,215512.00 ,0.17 ,49.43 ,107.00 ,17.00 ,5.00 ,34.00 ,2.50 ,2.00 ,42.90 ,94.50 ,28.29 ,20.13 ,17.24 ,25.07 ,-26.96 
3.70 ,859.09 ,804.77 ,0.86 ,1.04 ,0.11 ,-39.08 ,100253.00 ,0.01 ,93.19 ,436.00 ,35.00 ,6.00 ,34.00 ,1.00 ,11.00 ,40.60 ,100.00 ,59.42 ,0.00 ,297.34 ,406.81 ,-74.16 
31.51 ,261.09 ,217.30 ,3.12 ,0.64 ,0.43 ,-20.95 ,1242974.50 ,0.10 ,142.69 ,801.00 ,11.00 ,8.00 ,37.00 ,33.00 ,19.50 ,37.30 ,100.00 ,72.87 ,0.00 ,59.96 ,111.75 ,-17.36 
26.53 ,321.31 ,269.55 ,1.30 ,0.91 ,1.18 ,10.35 ,1859593.00 ,0.13 ,100.64 ,534.00 ,13.00 ,6.00 ,36.00 ,17.00 ,24.00 ,31.65 ,100.00 ,94.02 ,0.00 ,44.22 ,57.12 ,-22.94 
13.96 ,776.34 ,699.99 ,0.81 ,1.53 ,1.97 ,23.44 ,462562.00 ,0.16 ,59.52 ,273.00 ,0.00 ,8.00 ,38.00 ,2.00 ,22.50 ,8.25 ,54.40 ,65.97 ,0.00 ,10.80 ,19.70 ,-7.58 
21.50 ,364.33 ,328.70 ,2.77 ,1.36 ,2.14 ,16.56 ,21124033.00 ,0.15 ,68.36 ,6999.00 ,7.00 ,4.00 ,32.00 ,115.00 ,9.00 ,40.05 ,100.00 ,89.72 ,1305.06 ,25.76 ,33.00 ,-0.74 
20.29 ,419.86 ,351.22 ,1.98 ,1.33 ,1.68 ,22.62 ,1436560.00 ,0.20 ,68.80 ,686.00 ,4.00 ,6.00 ,36.00 ,9.50 ,19.00 ,33.90 ,48.50 ,71.49 ,87.50 ,13.97 ,21.93 ,12.88 
13.77 ,658.03 ,426.55 ,2.17 ,0.61 ,2.92 ,21.68 ,1242667.50 ,0.19 ,151.79 ,329.00 ,7.00 ,6.00 ,38.00 ,2.00 ,11.00 ,37.35 ,100.00 ,61.92 ,0.00 ,9.34 ,15.20 ,-7.81 
17.13 ,485.10 ,414.59 ,1.60 ,1.28 ,2.46 ,21.83 ,912452.50 ,0.18 ,71.63 ,558.00 ,7.00 ,6.00 ,37.00 ,4.00 ,5.50 ,31.65 ,31.65 ,34.45 ,15.08 ,19.27 ,33.44 ,-6.84 
38.23 ,220.82 ,197.47 ,0.78 ,1.94 ,5.01 ,9.83 ,7944205.50 ,0.22 ,47.10 ,1451.00 ,5.00 ,5.00 ,35.00 ,45.50 ,8.00 ,25.60 ,86.75 ,69.73 ,717.58 ,11.48 ,14.84 ,-7.32 
17.93 ,388.88 ,329.63 ,1.53 ,1.65 ,2.01 ,14.57 ,1605350.00 ,0.21 ,55.30 ,707.00 ,15.00 ,5.00 ,36.00 ,8.00 ,10.00 ,25.40 ,66.80 ,71.03 ,88.81 ,21.50 ,30.56 ,10.70 
18.73 ,402.03 ,377.04 ,2.16 ,2.81 ,1.98 ,45.20 ,1272644.00 ,0.20 ,32.60 ,214.00 ,12.00 ,5.00 ,33.00 ,0.50 ,3.00 ,35.25 ,100.00 ,97.46 ,90.13 ,16.88 ,28.05 ,62.28 
4.96 ,2059.71 ,1925.45 ,1.11 ,0.51 ,0.42 ,46.06 ,74521.50 ,0.06 ,221.43 ,86.00 ,4.00 ,8.00 ,44.00 ,0.00 ,5.00 ,65.25 ,99.85 ,80.93 ,2.76 ,31.85 ,59.81 ,-25.88 
33.11 ,268.60 ,195.91 ,1.54 ,1.68 ,5.54 ,31.25 ,2029053.50 ,0.41 ,55.28 ,481.00 ,12.00 ,5.00 ,37.00 ,9.00 ,4.00 ,34.00 ,79.95 ,68.09 ,64.11 ,10.65 ,16.17 ,-17.08 
15.69 ,615.24 ,546.40 ,1.14 ,1.17 ,4.20 ,27.79 ,231281.00 ,0.18 ,78.67 ,110.00 ,22.00 ,3.00 ,36.00 ,7.50 ,1.00 ,41.35 ,82.80 ,8.36 ,23.21 ,13.99 ,26.35 ,-9.23 
19.20 ,451.19 ,368.57 ,1.49 ,0.76 ,2.63 ,29.04 ,769171.00 ,0.17 ,121.26 ,382.00 ,8.00 ,7.00 ,39.00 ,10.00 ,5.00 ,45.55 ,55.45 ,84.69 ,66.03 ,18.20 ,30.97 ,-8.79 
12.24 ,772.96 ,647.70 ,0.78 ,0.75 ,7.93 ,1.81 ,200891.50 ,0.14 ,123.75 ,123.00 ,21.00 ,5.00 ,36.00 ,1.00 ,8.00 ,22.25 ,98.10 ,97.80 ,0.00 ,15.54 ,41.07 ,-31.52 
26.34 ,302.03 ,213.54 ,1.32 ,1.21 ,2.53 ,34.24 ,2623381.00 ,0.33 ,75.89 ,728.00 ,4.00 ,5.00 ,34.00 ,30.00 ,8.00 ,38.00 ,59.10 ,50.19 ,356.97 ,13.83 ,24.43 ,-3.52 
20.22 ,381.05 ,308.52 ,0.81 ,1.00 ,1.97 ,34.14 ,1059651.00 ,0.22 ,91.75 ,284.00 ,2.00 ,7.00 ,37.00 ,0.50 ,4.00 ,32.10 ,83.50 ,73.36 ,123.95 ,9.31 ,18.50 ,-12.38 
31.39 ,283.51 ,174.03 ,0.73 ,0.64 ,2.53 ,30.33 ,641132.50 ,0.22 ,144.70 ,121.00 ,3.00 ,6.00 ,37.00 ,1.00 ,4.00 ,11.70 ,60.85 ,70.60 ,0.00 ,5.72 ,11.77 ,-20.11 
19.75 ,410.07 ,385.45 ,1.79 ,1.55 ,3.01 ,8.13 ,801312.50 ,0.11 ,58.85 ,239.00 ,2.00 ,4.00 ,35.00 ,31.50 ,2.00 ,48.60 ,100.00 ,92.00 ,45.58 ,16.99 ,27.91 ,-5.62 
20.46 ,447.89 ,323.75 ,1.06 ,0.89 ,12.64 ,52.69 ,223244.50 ,0.34 ,103.34 ,104.00 ,0.00 ,6.00 ,36.00 ,0.00 ,4.00 ,31.50 ,44.30 ,45.33 ,21.68 ,14.99 ,21.46 ,5.59 
15.35 ,478.90 ,420.39 ,1.17 ,1.97 ,0.92 ,0.69 ,245261.00 ,0.20 ,47.70 ,107.00 ,17.00 ,5.00 ,34.00 ,4.50 ,2.00 ,42.90 ,94.50 ,28.29 ,20.13 ,15.77 ,22.65 ,-17.84 
16.45 ,571.22 ,494.45 ,1.55 ,0.74 ,38.58 ,17.98 ,175118.50 ,0.14 ,129.72 ,111.00 ,25.00 ,4.00 ,34.00 ,7.50 ,2.00 ,43.60 ,90.10 ,47.97 ,15.79 ,22.30 ,35.01 ,-17.38 
3.42 ,808.92 ,766.10 ,1.43 ,1.40 ,0.14 ,-94.61 ,126960.00 ,0.01 ,65.64 ,436.00 ,35.00 ,6.00 ,34.00 ,1.50 ,11.00 ,39.70 ,100.00 ,59.42 ,0.00 ,217.55 ,295.25 ,-74.48 
34.08 ,242.62 ,203.15 ,2.88 ,0.69 ,0.38 ,-24.83 ,1125718.00 ,0.09 ,133.36 ,801.00 ,11.00 ,8.00 ,37.00 ,43.00 ,19.00 ,34.80 ,100.00 ,72.87 ,0.00 ,67.26 ,110.81 ,-20.34 
30.51 ,335.73 ,273.07 ,1.48 ,0.97 ,1.21 ,-6.66 ,2139799.50 ,0.14 ,94.26 ,534.00 ,13.00 ,6.00 ,36.00 ,14.50 ,24.00 ,33.00 ,100.00 ,94.02 ,0.00 ,32.24 ,43.85 ,-16.84 
15.09 ,730.30 ,654.31 ,0.91 ,1.63 ,2.07 ,8.63 ,490564.50 ,0.16 ,56.15 ,273.00 ,0.00 ,8.00 ,38.00 ,1.50 ,20.00 ,11.20 ,51.30 ,65.97 ,0.00 ,10.52 ,19.15 ,-8.64 
26.30 ,309.48 ,277.77 ,2.89 ,1.26 ,2.06 ,5.16 ,21527611.00 ,0.14 ,72.84 ,6999.00 ,7.00 ,4.00 ,32.00 ,102.00 ,11.00 ,36.40 ,100.00 ,89.72 ,895.88 ,24.24 ,30.67 ,5.23 
26.64 ,348.17 ,242.46 ,1.97 ,1.39 ,2.02 ,9.75 ,1711641.50 ,0.23 ,65.33 ,686.00 ,4.00 ,6.00 ,36.00 ,10.50 ,17.00 ,33.60 ,51.80 ,71.49 ,130.00 ,14.52 ,22.21 ,26.99 
15.47 ,611.81 ,413.37 ,2.12 ,0.72 ,3.22 ,14.52 ,1296699.50 ,0.21 ,127.00 ,329.00 ,7.00 ,6.00 ,38.00 ,2.00 ,11.00 ,46.80 ,100.00 ,61.92 ,0.00 ,9.46 ,14.99 ,-18.52 
19.83 ,432.47 ,373.30 ,1.48 ,1.31 ,2.60 ,14.23 ,944797.00 ,0.21 ,69.74 ,558.00 ,7.00 ,6.00 ,37.00 ,5.50 ,6.00 ,31.90 ,31.90 ,34.45 ,30.15 ,18.39 ,32.40 ,-9.15 
41.37 ,209.24 ,186.02 ,0.83 ,1.89 ,5.04 ,10.83 ,8045747.50 ,0.22 ,48.32 ,1451.00 ,5.00 ,5.00 ,35.00 ,46.50 ,8.00 ,27.60 ,84.90 ,69.73 ,783.07 ,11.23 ,14.48 ,-9.28 
22.93 ,330.69 ,310.67 ,2.35 ,2.57 ,2.04 ,31.13 ,1358280.50 ,0.20 ,36.45 ,214.00 ,12.00 ,5.00 ,33.00 ,0.00 ,3.00 ,46.10 ,100.00 ,97.46 ,97.64 ,17.49 ,28.30 ,68.88 
7.50 ,1365.25 ,1292.28 ,1.54 ,0.76 ,0.54 ,53.68 ,95226.00 ,0.07 ,120.40 ,86.00 ,4.00 ,8.00 ,44.00 ,0.50 ,5.00 ,66.90 ,100.00 ,80.93 ,5.52 ,25.12 ,51.24 ,-0.93 
36.68 ,247.90 ,171.31 ,1.71 ,1.46 ,5.31 ,15.10 ,1932136.00 ,0.38 ,62.52 ,481.00 ,12.00 ,5.00 ,37.00 ,10.50 ,4.00 ,31.10 ,79.80 ,68.09 ,68.89 ,11.38 ,17.44 ,-8.82 
22.08 ,446.43 ,391.26 ,1.26 ,1.20 ,3.97 ,15.18 ,268940.00 ,0.20 ,76.38 ,110.00 ,22.00 ,3.00 ,36.00 ,6.00 ,1.00 ,43.10 ,80.00 ,8.36 ,22.28 ,14.94 ,24.44 ,6.69 
25.91 ,358.22 ,294.99 ,1.65 ,0.83 ,2.82 ,8.05 ,878687.00 ,0.19 ,111.06 ,382.00 ,8.00 ,7.00 ,39.00 ,10.50 ,5.00 ,43.90 ,62.20 ,84.69 ,68.06 ,15.91 ,27.29 ,-6.04 
14.84 ,645.57 ,537.84 ,0.86 ,0.86 ,8.68 ,-9.65 ,226654.00 ,0.16 ,105.37 ,123.00 ,21.00 ,5.00 ,36.00 ,0.00 ,8.00 ,10.70 ,100.00 ,97.80 ,0.00 ,13.38 ,37.12 ,-15.15 
33.39 ,249.97 ,158.06 ,1.38 ,1.32 ,2.43 ,18.51 ,2846620.00 ,0.34 ,68.85 ,728.00 ,4.00 ,5.00 ,34.00 ,31.00 ,8.00 ,39.60 ,56.70 ,50.19 ,376.24 ,13.20 ,22.33 ,0.70 
28.66 ,287.94 ,235.59 ,0.90 ,1.06 ,1.93 ,14.37 ,1156613.50 ,0.22 ,86.23 ,284.00 ,2.00 ,7.00 ,37.00 ,0.50 ,6.00 ,33.70 ,85.50 ,73.36 ,159.36 ,9.32 ,18.33 ,-8.20 
34.37 ,270.14 ,171.08 ,0.77 ,0.65 ,2.08 ,14.40 ,627393.00 ,0.21 ,141.97 ,121.00 ,3.00 ,6.00 ,37.00 ,0.50 ,4.00 ,14.10 ,60.20 ,70.60 ,0.00 ,5.15 ,11.06 ,-17.74 
20.35 ,404.91 ,378.46 ,1.67 ,1.50 ,2.68 ,-10.15 ,705149.50 ,0.10 ,60.88 ,239.00 ,2.00 ,4.00 ,35.00 ,30.50 ,2.00 ,48.60 ,100.00 ,92.00 ,45.58 ,17.04 ,30.36 ,-15.41 
30.67 ,322.12 ,241.80 ,1.16 ,1.10 ,8.34 ,29.29 ,269261.50 ,0.37 ,84.01 ,104.00 ,0.00 ,6.00 ,36.00 ,0.00 ,4.00 ,31.50 ,44.30 ,45.33 ,21.68 ,12.95 ,18.71 ,13.01 
20.91 ,366.86 ,323.70 ,1.42 ,2.36 ,1.26 ,17.54 ,332775.00 ,0.27 ,38.69 ,107.00 ,17.00 ,5.00 ,34.00 ,2.50 ,2.00 ,42.90 ,94.50 ,28.29 ,20.13 ,11.99 ,17.04 ,3.77 
22.21 ,477.27 ,419.06 ,1.85 ,0.59 ,32.42 ,8.14 ,147309.50 ,0.12 ,154.62 ,111.00 ,25.00 ,4.00 ,34.00 ,4.00 ,2.00 ,43.60 ,90.10 ,47.97 ,15.79 ,23.10 ,37.02 ,-53.42 
3.40 ,783.53 ,736.06 ,2.42 ,1.39 ,0.19 ,-79.31 ,162580.50 ,0.02 ,65.84 ,436.00 ,35.00 ,6.00 ,34.00 ,1.00 ,11.00 ,39.70 ,100.00 ,59.42 ,0.00 ,170.30 ,228.14 ,-58.78 
41.55 ,207.00 ,167.00 ,3.07 ,0.73 ,0.36 ,-17.81 ,1055543.00 ,0.09 ,125.46 ,801.00 ,11.00 ,8.00 ,37.00 ,43.00 ,19.00 ,34.80 ,100.00 ,72.87 ,0.00 ,71.99 ,117.02 ,-20.03 
31.31 ,315.79 ,246.40 ,1.47 ,0.88 ,1.35 ,-13.08 ,2479337.50 ,0.16 ,104.28 ,534.00 ,13.00 ,6.00 ,36.00 ,13.50 ,24.00 ,33.00 ,100.00 ,94.02 ,0.00 ,28.36 ,38.58 ,-0.05 
15.41 ,710.77 ,633.88 ,0.95 ,1.65 ,2.19 ,1.05 ,527543.50 ,0.17 ,55.47 ,273.00 ,0.00 ,8.00 ,38.00 ,1.50 ,20.00 ,11.20 ,51.30 ,65.97 ,0.00 ,9.70 ,17.78 ,-5.14 
24.60 ,288.46 ,256.16 ,3.42 ,1.42 ,2.49 ,9.64 ,26455431.00 ,0.16 ,64.72 ,6999.00 ,7.00 ,4.00 ,32.00 ,88.00 ,11.00 ,36.40 ,100.00 ,89.72 ,895.88 ,22.09 ,27.96 ,18.90 
27.86 ,329.69 ,156.59 ,1.75 ,1.27 ,2.35 ,7.38 ,1961340.50 ,0.25 ,72.67 ,686.00 ,4.00 ,6.00 ,36.00 ,7.00 ,17.00 ,33.60 ,51.80 ,71.49 ,130.00 ,14.53 ,22.14 ,35.61 
18.52 ,479.57 ,327.32 ,2.21 ,0.76 ,3.49 ,27.97 ,1340264.00 ,0.21 ,119.71 ,329.00 ,7.00 ,6.00 ,38.00 ,3.00 ,11.00 ,46.80 ,100.00 ,61.92 ,0.00 ,9.15 ,14.65 ,3.54 
19.72 ,441.63 ,383.74 ,1.38 ,1.26 ,2.73 ,12.68 ,967489.00 ,0.21 ,72.17 ,558.00 ,7.00 ,6.00 ,37.00 ,6.00 ,6.00 ,31.90 ,31.90 ,34.45 ,30.15 ,18.68 ,32.39 ,-2.07 
43.46 ,198.52 ,175.11 ,0.95 ,1.95 ,5.86 ,9.19 ,9405821.50 ,0.25 ,46.93 ,1451.00 ,5.00 ,5.00 ,35.00 ,53.50 ,8.00 ,27.60 ,84.90 ,69.73 ,783.07 ,11.24 ,14.39 ,2.94 
21.62 ,353.42 ,328.52 ,2.30 ,2.01 ,2.15 ,5.58 ,1256575.00 ,0.18 ,45.45 ,214.00 ,12.00 ,5.00 ,33.00 ,0.00 ,3.00 ,46.10 ,100.00 ,97.46 ,97.64 ,18.37 ,29.39 ,38.63 
7.58 ,1359.79 ,1297.50 ,1.69 ,0.78 ,0.54 ,44.33 ,95391.50 ,0.07 ,116.71 ,86.00 ,4.00 ,8.00 ,44.00 ,0.50 ,5.00 ,66.90 ,100.00 ,80.93 ,5.52 ,24.75 ,53.53 ,-4.01 
39.33 ,231.82 ,155.91 ,2.04 ,1.67 ,6.89 ,2.25 ,2534638.50 ,0.48 ,55.44 ,481.00 ,12.00 ,5.00 ,37.00 ,7.00 ,4.00 ,31.10 ,79.80 ,68.09 ,68.89 ,9.11 ,14.41 ,7.06 
21.70 ,460.12 ,397.89 ,1.31 ,1.16 ,4.01 ,11.09 ,296588.00 ,0.21 ,78.97 ,110.00 ,22.00 ,3.00 ,36.00 ,6.50 ,1.00 ,43.10 ,80.00 ,8.36 ,22.28 ,13.73 ,23.87 ,16.06 
26.58 ,330.63 ,264.67 ,1.69 ,0.87 ,2.82 ,17.87 ,965844.00 ,0.21 ,105.67 ,382.00 ,8.00 ,7.00 ,39.00 ,6.00 ,5.00 ,43.90 ,62.20 ,84.69 ,68.06 ,15.05 ,25.74 ,2.12 
14.76 ,649.39 ,537.95 ,0.83 ,0.95 ,9.20 ,-26.83 ,242064.00 ,0.17 ,95.94 ,123.00 ,21.00 ,5.00 ,36.00 ,2.00 ,8.00 ,10.70 ,100.00 ,97.80 ,0.00 ,11.75 ,34.89 ,-2.08 
33.51 ,247.06 ,146.91 ,1.35 ,1.27 ,2.39 ,14.72 ,2976049.00 ,0.34 ,71.70 ,728.00 ,4.00 ,5.00 ,34.00 ,34.00 ,8.00 ,39.60 ,56.70 ,50.19 ,376.24 ,12.68 ,21.86 ,2.95 
30.81 ,258.24 ,214.55 ,0.95 ,1.10 ,2.01 ,14.67 ,1249475.50 ,0.23 ,82.80 ,284.00 ,2.00 ,7.00 ,37.00 ,0.00 ,6.00 ,33.70 ,85.50 ,73.36 ,159.36 ,9.23 ,17.79 ,0.74 
29.92 ,342.12 ,198.49 ,0.74 ,0.60 ,1.89 ,2.91 ,600122.00 ,0.20 ,153.41 ,121.00 ,3.00 ,6.00 ,37.00 ,1.50 ,4.00 ,14.10 ,60.20 ,70.60 ,0.00 ,5.85 ,11.72 ,-21.30 
20.42 ,400.47 ,370.22 ,1.84 ,1.55 ,3.35 ,-3.87 ,893392.50 ,0.13 ,58.85 ,239.00 ,2.00 ,4.00 ,35.00 ,0.00 ,2.00 ,48.60 ,100.00 ,92.00 ,45.58 ,18.29 ,30.62 ,4.02 
32.00 ,305.08 ,206.65 ,1.13 ,1.04 ,7.76 ,-8.50 ,296826.50 ,0.38 ,90.51 ,104.00 ,0.00 ,6.00 ,36.00 ,0.00 ,4.00 ,31.50 ,44.30 ,45.33 ,21.68 ,12.09 ,17.30 ,21.40 
21.33 ,360.51 ,308.17 ,1.34 ,2.07 ,1.30 ,4.15 ,339408.00 ,0.26 ,45.42 ,107.00 ,17.00 ,5.00 ,34.00 ,1.50 ,2.00 ,42.90 ,94.50 ,28.29 ,20.13 ,11.35 ,16.08 ,25.68 
23.69 ,414.63 ,365.10 ,1.99 ,0.75 ,33.82 ,20.65 ,177145.50 ,0.15 ,126.82 ,111.00 ,25.00 ,4.00 ,34.00 ,6.50 ,2.00 ,43.60 ,90.10 ,47.97 ,15.79 ,21.85 ,34.06 ,-46.98 
4.40 ,634.60 ,577.68 ,2.68 ,1.17 ,0.20 ,-58.24 ,170169.00 ,0.02 ,79.02 ,183.00 ,61.00 ,6.00 ,35.00 ,1.50 ,11.00 ,39.70 ,100.00 ,47.85 ,0.00 ,167.06 ,209.97 ,22.59 
36.78 ,219.79 ,177.72 ,1.69 ,1.34 ,2.00 ,15.86 ,6338809.50 ,0.22 ,68.36 ,2317.00 ,4.00 ,6.00 ,33.00 ,56.50 ,11.00 ,45.50 ,100.00 ,45.46 ,144.34 ,21.42 ,32.97 ,24.75 
14.80 ,751.79 ,677.42 ,0.89 ,1.56 ,2.01 ,12.75 ,489745.50 ,0.16 ,58.67 ,293.00 ,8.00 ,8.00 ,39.00 ,1.50 ,20.00 ,11.20 ,51.30 ,67.77 ,0.00 ,10.58 ,18.87 ,-4.53 
17.47 ,337.71 ,295.42 ,3.66 ,1.36 ,2.63 ,9.73 ,28103969.00 ,0.15 ,68.19 ,7065.00 ,1.00 ,4.00 ,33.00 ,106.50 ,11.00 ,36.40 ,100.00 ,91.67 ,895.88 ,21.82 ,27.64 ,22.10 
19.44 ,462.49 ,310.91 ,2.25 ,0.72 ,3.49 ,11.11 ,1356902.50 ,0.21 ,128.58 ,362.00 ,4.00 ,6.00 ,38.00 ,3.00 ,11.00 ,46.80 ,100.00 ,64.90 ,0.00 ,9.26 ,14.98 ,19.18 
18.74 ,468.01 ,408.26 ,1.28 ,1.15 ,2.56 ,14.27 ,883604.00 ,0.19 ,79.65 ,470.00 ,12.00 ,7.00 ,38.00 ,6.50 ,6.00 ,31.90 ,31.90 ,33.12 ,30.15 ,20.61 ,35.86 ,-4.07 
5.90 ,1692.55 ,1624.10 ,1.75 ,0.87 ,0.53 ,50.86 ,92402.00 ,0.07 ,106.30 ,85.00 ,0.00 ,9.00 ,44.00 ,0.50 ,5.00 ,66.90 ,100.00 ,82.35 ,5.52 ,23.27 ,48.15 ,25.11 
34.08 ,273.83 ,207.77 ,1.92 ,1.95 ,6.94 ,25.91 ,2574744.00 ,0.49 ,46.72 ,456.00 ,11.00 ,5.00 ,38.00 ,6.00 ,4.00 ,31.10 ,79.80 ,77.80 ,68.89 ,8.55 ,13.59 ,4.37 
15.40 ,634.52 ,557.54 ,1.35 ,1.12 ,3.73 ,38.56 ,272245.50 ,0.20 ,81.68 ,111.00 ,8.00 ,4.00 ,36.00 ,7.00 ,1.00 ,43.10 ,80.00 ,7.92 ,22.28 ,15.81 ,25.41 ,15.63 
12.09 ,799.84 ,667.41 ,0.78 ,1.02 ,9.19 ,-15.76 ,229486.50 ,0.17 ,89.70 ,125.00 ,7.00 ,5.00 ,37.00 ,4.00 ,8.00 ,10.70 ,100.00 ,97.42 ,0.00 ,11.50 ,34.50 ,11.01 
26.71 ,291.74 ,248.03 ,0.95 ,1.15 ,1.90 ,18.47 ,1176183.00 ,0.22 ,79.33 ,298.00 ,1.00 ,7.00 ,37.00 ,0.00 ,6.00 ,33.70 ,85.50 ,69.02 ,159.36 ,9.11 ,17.68 ,5.01 
23.09 ,471.93 ,274.81 ,0.68 ,0.65 ,1.67 ,22.07 ,521613.00 ,0.19 ,142.79 ,113.00 ,7.00 ,7.00 ,39.00 ,1.50 ,4.00 ,14.10 ,60.20 ,66.72 ,0.00 ,6.90 ,13.21 ,-26.99 
17.48 ,468.06 ,432.25 ,1.75 ,1.66 ,3.81 ,14.58 ,1049819.00 ,0.16 ,54.95 ,243.00 ,16.00 ,4.00 ,35.00 ,30.50 ,2.00 ,54.40 ,100.00 ,94.72 ,42.86 ,16.37 ,27.73 ,18.08 
23.52 ,402.79 ,266.60 ,1.10 ,0.88 ,7.73 ,8.21 ,285520.00 ,0.37 ,104.47 ,106.00 ,2.00 ,7.00 ,38.00 ,0.00 ,4.00 ,31.30 ,45.50 ,45.46 ,32.00 ,12.76 ,18.16 ,28.38 
17.03 ,444.82 ,380.24 ,1.15 ,1.66 ,1.11 ,-5.99 ,288289.00 ,0.23 ,55.14 ,110.00 ,19.00 ,4.00 ,34.00 ,2.50 ,2.00 ,34.00 ,94.53 ,50.88 ,13.00 ,11.60 ,16.47 ,33.99 
4.25 ,610.55 ,517.23 ,1.98 ,0.80 ,0.15 ,-91.42 ,128654.50 ,0.02 ,126.96 ,183.00 ,61.00 ,6.00 ,35.00 ,4.00 ,12.00 ,36.85 ,100.00 ,36.28 ,0.00 ,148.42 ,193.03 ,39.78 
33.28 ,244.42 ,193.85 ,1.91 ,1.24 ,2.06 ,11.86 ,6460555.00 ,0.24 ,73.71 ,2317.00 ,4.00 ,6.00 ,33.00 ,55.50 ,11.00 ,47.05 ,100.00 ,49.52 ,440.97 ,21.95 ,33.39 ,23.17 
13.83 ,832.70 ,746.44 ,0.85 ,1.33 ,1.74 ,11.82 ,422686.00 ,0.13 ,70.00 ,293.00 ,8.00 ,8.00 ,39.00 ,2.50 ,18.00 ,10.35 ,51.72 ,69.57 ,0.96 ,11.00 ,20.01 ,-8.73 
16.77 ,354.09 ,310.29 ,3.60 ,1.13 ,2.34 ,8.35 ,25355609.00 ,0.12 ,81.53 ,7065.00 ,1.00 ,4.00 ,33.00 ,166.50 ,9.00 ,41.75 ,100.00 ,93.61 ,1244.68 ,22.54 ,28.81 ,20.18 
21.03 ,427.53 ,280.75 ,2.14 ,0.67 ,3.44 ,6.60 ,1400051.50 ,0.22 ,136.08 ,362.00 ,4.00 ,6.00 ,38.00 ,5.00 ,11.00 ,51.95 ,100.00 ,67.88 ,91.84 ,8.99 ,15.53 ,12.65 
18.46 ,478.33 ,414.66 ,1.27 ,1.04 ,2.41 ,13.78 ,811128.00 ,0.17 ,87.84 ,470.00 ,12.00 ,7.00 ,38.00 ,7.50 ,6.00 ,33.99 ,33.99 ,31.79 ,30.63 ,21.38 ,37.05 ,-11.11 
5.75 ,1860.74 ,1796.89 ,1.78 ,0.89 ,0.51 ,63.06 ,87235.00 ,0.07 ,102.71 ,85.00 ,0.00 ,9.00 ,44.00 ,1.50 ,5.00 ,69.25 ,98.70 ,83.77 ,6.22 ,25.54 ,51.35 ,25.09 
